"op_carrier_fl_num","op_unique_carrier","origin_airport_id","dest_airport_id","distance","route","day"
"5080","OO","12899","11292","228.0000000000000000","12899-11292","4"
"2945","DL","11278","11433","405.0000000000000000","11278-11433","1"
"4873","9E","13871","13487","282.0000000000000000","13871-13487","6"
"2336","DL","11057","10397","226.0000000000000000","11057-10397","1"
"5285","OO","10713","11292","649.0000000000000000","10713-11292","7"
"936","AA","13198","14107","1044.0000000000000000","13198-14107","1"
"2481","AA","11298","14843","2165.0000000000000000","11298-14843","3"
"831","UA","13264","11292","964.0000000000000000","13264-11292","3"
"2343","UA","14635","11292","1607.0000000000000000","14635-11292","5"
"928","DL","10721","12478","187.0000000000000000","10721-12478","6"
"400","B6","13495","10721","1368.0000000000000000","13495-10721","5"
"40","WN","12889","14908","226.0000000000000000","12889-14908","6"
"5397","9E","12197","10397","780.0000000000000000","12197-10397","1"
"6289","WN","12191","10423","148.0000000000000000","12191-10423","4"
"3407","WN","14107","13204","1849.0000000000000000","14107-13204","1"
"35","HA","14107","12173","2917.0000000000000000","14107-12173","4"
"5062","OH","14986","11057","547.0000000000000000","14986-11057","3"
"2148","UA","11697","12266","966.0000000000000000","11697-12266","3"
"2225","WN","12173","12982","102.0000000000000000","12173-12982","7"
"4707","AX","11292","12992","771.0000000000000000","11292-12992","2"
"1960","AA","14771","11057","2296.0000000000000000","14771-11057","5"
"652","AA","14893","14107","647.0000000000000000","14893-14107","3"
"5555","OO","14771","10157","250.0000000000000000","14771-10157","2"
"5518","OH","14100","13931","212.0000000000000000","14100-13931","3"
"5500","OH","14193","11057","488.0000000000000000","14193-11057","2"
"763","WN","10821","11292","1491.0000000000000000","10821-11292","2"
"1426","AA","14122","13930","413.0000000000000000","14122-13930","6"
"2192","DL","14635","10721","1249.0000000000000000","14635-10721","6"
"143","AA","12892","12173","2556.0000000000000000","12892-12173","7"
"2340","DL","12266","14869","1195.0000000000000000","12266-14869","5"
"709","UA","11292","13485","826.0000000000000000","11292-13485","1"
"244","AA","11298","11697","1119.0000000000000000","11298-11697","1"
"4909","PT","11823","14100","530.0000000000000000","11823-14100","7"
"793","AA","14100","11057","449.0000000000000000","14100-11057","5"
"3875","OO","14696","11433","157.0000000000000000","14696-11433","3"
"711","WN","11278","11259","1184.0000000000000000","11278-11259","6"
"3207","OO","13256","11298","469.0000000000000000","13256-11298","2"
"3384","OO","14771","14262","421.0000000000000000","14771-14262","2"
"5851","OO","12892","10713","674.0000000000000000","12892-10713","3"
"681","UA","14771","12889","414.0000000000000000","14771-12889","3"
"324","AA","14771","12892","337.0000000000000000","14771-12892","6"
"3498","OO","14771","14908","372.0000000000000000","14771-14908","6"
"2873","WN","12889","10140","486.0000000000000000","12889-10140","5"
"2612","AA","11292","11298","641.0000000000000000","11292-11298","3"
"752","UA","11292","10821","1491.0000000000000000","11292-10821","3"
"5039","OH","11193","14100","507.0000000000000000","11193-14100","6"
"2191","AA","11057","14843","1475.0000000000000000","11057-14843","6"
"2891","QX","11884","14004","222.0000000000000000","11884-14004","3"
"4827","PT","11057","14574","155.0000000000000000","11057-14574","4"
"3948","ZW","12264","10693","542.0000000000000000","12264-10693","6"
"4504","G7","11995","13930","589.0000000000000000","11995-13930","2"
"6121","YX","11996","12953","610.0000000000000000","11996-12953","4"
"2111","UA","14683","12266","191.0000000000000000","14683-12266","3"
"1736","WN","12889","14747","867.0000000000000000","12889-14747","2"
"2300","AA","13930","11298","801.0000000000000000","13930-11298","1"
"4287","WN","13204","14576","1033.0000000000000000","13204-14576","4"
"4816","PT","11057","13795","191.0000000000000000","11057-13795","4"
"3175","OO","11921","14107","438.0000000000000000","11921-14107","4"
"2750","DL","13495","12478","1182.0000000000000000","13495-12478","7"
"686","AA","14107","14771","651.0000000000000000","14107-14771","7"
"5771","YV","11298","11003","685.0000000000000000","11298-11003","3"
"2356","QX","14747","14252","172.0000000000000000","14747-14252","2"
"3414","YX","10397","11618","746.0000000000000000","10397-11618","3"
"4977","PT","14576","14100","257.0000000000000000","14576-14100","6"
"643","B6","11618","14027","1023.0000000000000000","11618-14027","5"
"5371","OO","11292","10423","775.0000000000000000","11292-10423","3"
"737","AA","11057","13930","599.0000000000000000","11057-13930","3"
"3940","OO","12264","11433","383.0000000000000000","12264-11433","7"
"122","HA","12173","12402","216.0000000000000000","12173-12402","3"
"4229","MQ","11298","12278","328.0000000000000000","11298-12278","1"
"2165","F9","12889","12892","236.0000000000000000","12889-12892","3"
"5360","9E","10721","12478","187.0000000000000000","10721-12478","7"
"347","AS","14057","13891","838.0000000000000000","14057-13891","3"
"1867","UA","14747","12266","1874.0000000000000000","14747-12266","2"
"1908","UA","12264","11292","1452.0000000000000000","12264-11292","4"
"5152","OO","14794","11292","517.0000000000000000","14794-11292","7"
"2141","AA","10721","12953","184.0000000000000000","10721-12953","2"
"6266","YV","14986","12264","849.0000000000000000","14986-12264","7"
"4271","OO","14869","10918","221.0000000000000000","14869-10918","7"
"5126","OH","11057","14576","573.0000000000000000","11057-14576","6"
"1199","WN","10693","13204","616.0000000000000000","10693-13204","7"
"3518","OO","12007","10397","241.0000000000000000","12007-10397","5"
"4165","MQ","11298","11982","134.0000000000000000","11298-11982","1"
"1002","WN","11259","10397","721.0000000000000000","11259-10397","3"
"5128","OO","10431","13930","536.0000000000000000","10431-13930","7"
"595","F9","11292","14831","948.0000000000000000","11292-14831","2"
"6037","CP","14831","12892","308.0000000000000000","14831-12892","6"
"5513","9E","10397","15624","250.0000000000000000","10397-15624","1"
"6130","YV","12264","11433","383.0000000000000000","12264-11433","6"
"6006","YX","11433","11066","155.0000000000000000","11433-11066","2"
"4001","OO","11433","10408","296.0000000000000000","11433-10408","7"
"1157","F9","13930","13204","1005.0000000000000000","13930-13204","1"
"6576","WN","15016","13198","237.0000000000000000","15016-13198","1"
"2048","AA","14107","14893","647.0000000000000000","14107-14893","2"
"3357","OO","11259","14057","1626.0000000000000000","11259-14057","2"
"2811","QX","11884","14057","279.0000000000000000","11884-14057","5"
"5889","WN","14679","14831","417.0000000000000000","14679-14831","5"
"2810","G4","11193","14986","812.0000000000000000","11193-14986","3"
"5174","WN","10529","13204","1050.0000000000000000","10529-13204","4"
"3837","ZW","10994","13930","760.0000000000000000","10994-13930","7"
"3059","OO","11433","13930","235.0000000000000000","11433-13930","7"
"3663","OO","13487","11337","144.0000000000000000","13487-11337","3"
"1524","UA","15304","11292","1506.0000000000000000","15304-11292","4"
"314","WN","11292","13204","1546.0000000000000000","11292-13204","6"
"5219","OO","10561","14771","238.0000000000000000","10561-14771","3"
"4594","WN","14679","10821","2295.0000000000000000","14679-10821","1"
"3948","ZW","10693","13930","409.0000000000000000","10693-13930","5"
"5307","OO","11292","15376","639.0000000000000000","11292-15376","4"
"1495","WN","12889","11292","628.0000000000000000","12889-11292","7"
"1193","DL","10397","13871","821.0000000000000000","10397-13871","7"
"2373","UA","12892","12758","2504.0000000000000000","12892-12758","7"
"18","AA","12892","13930","1744.0000000000000000","12892-13930","5"
"5124","OH","14100","13931","212.0000000000000000","14100-13931","3"
"5445","OH","11193","11278","411.0000000000000000","11193-11278","4"
"5195","OH","11278","14193","816.0000000000000000","11278-14193","5"
"4417","YX","14492","12953","431.0000000000000000","14492-12953","2"
"4359","YX","11278","13851","1158.0000000000000000","11278-13851","1"
"675","WN","10721","13232","861.0000000000000000","10721-13232","5"
"774","DL","14683","10397","874.0000000000000000","14683-10397","3"
"4108","OO","14869","11884","546.0000000000000000","14869-11884","5"
"1924","AA","11697","11057","632.0000000000000000","11697-11057","5"
"4907","WN","10800","14107","369.0000000000000000","10800-14107","5"
"6027","YX","13930","10721","867.0000000000000000","13930-10721","2"
"35","WN","14869","11259","999.0000000000000000","14869-11259","7"
"4256","WN","12892","14893","373.0000000000000000","12892-14893","1"
"3932","ZW","10408","11292","883.0000000000000000","10408-11292","5"
"4215","OO","13487","13459","300.0000000000000000","13487-13459","1"
"147","AA","12892","11298","1235.0000000000000000","12892-11298","6"
"2562","DL","14869","14893","532.0000000000000000","14869-14893","6"
"6454","WN","13204","10257","1073.0000000000000000","13204-10257","7"
"3832","ZW","12945","13930","323.0000000000000000","12945-13930","2"
"1014","AA","12892","10423","1242.0000000000000000","12892-10423","1"
"152","AS","13873","10299","539.0000000000000000","13873-10299","3"
"4212","MQ","10849","13930","1186.0000000000000000","10849-13930","4"
"5634","WN","10140","14107","328.0000000000000000","10140-14107","4"
"1203","AA","12889","11298","1055.0000000000000000","12889-11298","2"
"2167","F9","12889","14747","867.0000000000000000","12889-14747","3"
"1836","UA","13930","12892","1744.0000000000000000","13930-12892","3"
"4383","EV","10693","12266","657.0000000000000000","10693-12266","1"
"5165","OH","14100","11986","573.0000000000000000","14100-11986","4"
"1058","DL","10397","13204","404.0000000000000000","10397-13204","3"
"3776","ZW","13930","14633","268.0000000000000000","13930-14633","2"
"229","AS","12478","12892","2475.0000000000000000","12478-12892","6"
"4340","WN","11292","10721","1754.0000000000000000","11292-10721","5"
"5466","OO","10713","14771","522.0000000000000000","10713-14771","6"
"2953","OO","16218","11298","1022.0000000000000000","16218-11298","5"
"2191","B6","10721","15304","1185.0000000000000000","10721-15304","1"
"1009","AA","10693","11298","631.0000000000000000","10693-11298","7"
"2819","AA","14107","13495","1300.0000000000000000","14107-13495","3"
"4567","YX","12266","14100","1325.0000000000000000","12266-14100","6"
"3460","YX","11292","12339","977.0000000000000000","11292-12339","6"
"1041","F9","10792","13204","1011.0000000000000000","10792-13204","6"
"4909","9E","11433","11267","166.0000000000000000","11433-11267","7"
"567","AA","14107","11057","1773.0000000000000000","14107-11057","2"
"1441","WN","10821","14027","883.0000000000000000","10821-14027","6"
"4411","WN","12889","14570","345.0000000000000000","12889-14570","4"
"3644","MQ","13930","11042","315.0000000000000000","13930-11042","5"
"751","F9","11292","14107","602.0000000000000000","11292-14107","4"
"705","NK","12953","11697","1076.0000000000000000","12953-11697","2"
"4037","MQ","10994","11298","987.0000000000000000","10994-11298","1"
"2058","WN","11697","15304","197.0000000000000000","11697-15304","2"
"665","DL","13487","10721","1124.0000000000000000","13487-10721","6"
"2360","AA","13871","11298","583.0000000000000000","13871-11298","5"
"2646","DL","13303","10721","1258.0000000000000000","13303-10721","3"
"1053","F9","11057","13204","468.0000000000000000","11057-13204","7"
"3996","OO","11433","13230","371.0000000000000000","11433-13230","6"
"3667","WN","11259","10693","623.0000000000000000","11259-10693","7"
"2055","WN","15304","11066","829.0000000000000000","15304-11066","3"
"2799","DL","10397","11278","547.0000000000000000","10397-11278","3"
"2086","UA","12266","12889","1222.0000000000000000","12266-12889","1"
"4028","EV","11057","11618","529.0000000000000000","11057-11618","3"
"5615","OO","10372","13930","1013.0000000000000000","10372-13930","6"
"1421","AA","10140","11298","569.0000000000000000","10140-11298","6"
"4908","9E","13487","13871","282.0000000000000000","13487-13871","6"
"3568","YX","11292","13198","533.0000000000000000","11292-13198","3"
"599","UA","13930","12889","1514.0000000000000000","13930-12889","3"
"150","NK","13204","11618","937.0000000000000000","13204-11618","2"
"2093","DL","15376","13487","1298.0000000000000000","15376-13487","1"
"3614","MQ","15919","11298","280.0000000000000000","15919-11298","2"
"2728","AA","11618","11298","1372.0000000000000000","11618-11298","4"
"1640","UA","11618","15304","997.0000000000000000","11618-15304","6"
"6654","WN","10423","12191","148.0000000000000000","10423-12191","7"
"2002","AA","11057","10529","644.0000000000000000","11057-10529","7"
"3564","WN","14122","15304","873.0000000000000000","14122-15304","4"
"2257","QX","14057","14570","444.0000000000000000","14057-14570","2"
"2505","AA","11618","11057","529.0000000000000000","11618-11057","7"
"2124","DL","14747","14869","689.0000000000000000","14747-14869","3"
"1138","F9","13495","13204","551.0000000000000000","13495-13204","1"
"2083","AA","10713","14107","735.0000000000000000","10713-14107","5"
"2552","AA","10397","13303","594.0000000000000000","10397-13303","7"
"104","WN","11259","15304","917.0000000000000000","11259-15304","7"
"160","B6","14100","10721","280.0000000000000000","14100-10721","2"
"5040","OO","13344","13930","119.0000000000000000","13344-13930","5"
"947","AA","13930","11298","801.0000000000000000","13930-11298","2"
"2064","WN","12892","14683","1211.0000000000000000","12892-14683","3"
"4496","YX","12953","10693","764.0000000000000000","12953-10693","1"
"1777","AS","12889","14747","867.0000000000000000","12889-14747","6"
"340","UA","12264","14771","2419.0000000000000000","12264-14771","6"
"3335","OO","14057","14747","129.0000000000000000","14057-14747","6"
"2484","QX","14057","14869","630.0000000000000000","14057-14869","1"
"706","WN","13232","11433","228.0000000000000000","13232-11433","7"
"4532","YX","11278","12478","213.0000000000000000","11278-12478","5"
"5077","OH","10581","11278","590.0000000000000000","10581-11278","4"
"2050","AA","13204","11278","759.0000000000000000","13204-11278","6"
"5031","WN","14679","10821","2295.0000000000000000","14679-10821","4"
"970","UA","11292","14107","602.0000000000000000","11292-14107","7"
"4474","EV","11618","11996","594.0000000000000000","11618-11996","5"
"126","HA","12173","13830","100.0000000000000000","12173-13830","2"
"762","AA","14122","11298","1067.0000000000000000","14122-11298","5"
"290","AA","12892","11057","2125.0000000000000000","12892-11057","4"
"5347","9E","13487","11423","232.0000000000000000","13487-11423","7"
"1882","NK","15304","12339","837.0000000000000000","15304-12339","1"
"1332","AS","14747","14831","696.0000000000000000","14747-14831","3"
"6190","YV","13422","12266","427.0000000000000000","13422-12266","7"
"2314","UA","13930","11292","888.0000000000000000","13930-11292","7"
"292","NK","12889","12266","1222.0000000000000000","12889-12266","3"
"1044","WN","10693","10821","587.0000000000000000","10693-10821","7"
"5177","OH","11057","11953","388.0000000000000000","11057-11953","4"
"2362","QX","11884","14747","224.0000000000000000","11884-14747","4"
"6281","WN","13232","14771","1855.0000000000000000","13232-14771","4"
"391","B6","10721","15304","1185.0000000000000000","10721-15304","3"
"1231","UA","12173","12892","2556.0000000000000000","12173-12892","7"
"1811","AA","15304","11057","507.0000000000000000","15304-11057","2"
"2326","UA","13930","15304","1011.0000000000000000","13930-15304","5"
"2399","AA","11298","11540","551.0000000000000000","11298-11540","3"
"2754","B6","14843","11697","1046.0000000000000000","14843-11697","5"
"3627","WN","12889","14771","414.0000000000000000","12889-14771","4"
"1940","AA","13244","11298","431.0000000000000000","13244-11298","1"
"2408","UA","14100","12266","1325.0000000000000000","14100-12266","4"
"5519","OH","11641","11057","118.0000000000000000","11641-11057","3"
"6789","WN","13232","13487","349.0000000000000000","13232-13487","4"
"4981","PT","11057","13139","175.0000000000000000","11057-13139","3"
"843","AA","11057","12339","427.0000000000000000","11057-12339","6"
"5021","C5","12264","11537","224.0000000000000000","12264-11537","2"
"3333","OO","15376","14747","1216.0000000000000000","15376-14747","2"
"329","UA","11292","11618","1605.0000000000000000","11292-11618","2"
"3927","OO","11603","14869","618.0000000000000000","11603-14869","6"
"875","DL","10397","10821","577.0000000000000000","10397-10821","2"
"6217","YV","11267","12266","929.0000000000000000","11267-12266","7"
"2294","G4","14112","12544","528.0000000000000000","14112-12544","2"
"4996","PT","14100","12945","520.0000000000000000","14100-12945","1"
"4591","YX","10785","11278","437.0000000000000000","10785-11278","2"
"5402","WN","12191","14100","1336.0000000000000000","12191-14100","1"
"1967","UA","13871","11292","472.0000000000000000","13871-11292","4"
"4007","OO","16869","13487","553.0000000000000000","16869-13487","3"
"5806","WN","10821","13931","159.0000000000000000","10821-13931","4"
"1523","WN","10821","11697","925.0000000000000000","10821-11697","3"
"90","AS","12478","14747","2422.0000000000000000","12478-14747","5"
"4338","WN","10423","10821","1342.0000000000000000","10423-10821","5"
"2861","AA","12892","14771","337.0000000000000000","12892-14771","5"
"5065","OO","12902","14288","212.0000000000000000","12902-14288","3"
"442","AS","14747","12892","954.0000000000000000","14747-12892","1"
"1487","AA","12478","14107","2153.0000000000000000","12478-14107","5"
"5629","OO","12892","12889","236.0000000000000000","12892-12889","5"
"757","F9","11292","14107","602.0000000000000000","11292-14107","3"
"3982","OO","10257","11433","489.0000000000000000","10257-11433","7"
"2949","DL","12478","13495","1182.0000000000000000","12478-13495","6"
"2073","QX","11884","10713","287.0000000000000000","11884-10713","2"
"5693","WN","15304","11292","1506.0000000000000000","15304-11292","6"
"2478","DL","15624","10397","250.0000000000000000","15624-10397","6"
"2278","DL","10397","11953","300.0000000000000000","10397-11953","7"
"6513","WN","11697","11259","1108.0000000000000000","11697-11259","4"
"2005","UA","12892","11618","2454.0000000000000000","12892-11618","4"
"2091","WN","14771","12889","414.0000000000000000","14771-12889","2"
"5299","9E","12953","11986","618.0000000000000000","12953-11986","4"
"5324","WN","12191","11292","883.0000000000000000","12191-11292","4"
"6092","CP","12892","11292","862.0000000000000000","12892-11292","6"
"5239","OH","11057","11617","221.0000000000000000","11057-11617","5"
"1421","AA","10140","11298","569.0000000000000000","10140-11298","1"
"2300","F9","11298","14100","1303.0000000000000000","11298-14100","6"
"5035","9E","11953","10397","300.0000000000000000","11953-10397","1"
"2348","DL","14869","11057","1727.0000000000000000","14869-11057","3"
"3524","YX","11618","13871","1134.0000000000000000","11618-13871","1"
"336","DL","13487","14635","1416.0000000000000000","13487-14635","4"
"1772","WN","14679","14893","480.0000000000000000","14679-14893","3"
"4202","MQ","11986","11298","931.0000000000000000","11986-11298","6"
"6255","YV","12264","12953","229.0000000000000000","12264-12953","6"
"4740","PT","10257","11278","318.0000000000000000","10257-11278","5"
"1630","AS","14747","12889","867.0000000000000000","14747-12889","1"
"4180","MQ","13930","11433","235.0000000000000000","13930-11433","2"
"5123","OH","13931","14100","212.0000000000000000","13931-14100","1"
"5570","OH","14685","14100","629.0000000000000000","14685-14100","2"
"4206","MQ","13061","11298","396.0000000000000000","13061-11298","3"
"6254","WN","11259","12896","293.0000000000000000","11259-12896","1"
"1183","UA","13930","14027","1143.0000000000000000","13930-14027","6"
"1735","UA","14771","12266","1635.0000000000000000","14771-12266","1"
"3089","OO","12892","10372","737.0000000000000000","12892-10372","6"
"925","DL","11986","11433","120.0000000000000000","11986-11433","6"
"5801","YV","11413","14107","351.0000000000000000","11413-14107","5"
"1564","DL","11292","14747","1024.0000000000000000","11292-14747","2"
"2596","AA","11298","12441","1047.0000000000000000","11298-12441","7"
"2860","DL","10397","13198","692.0000000000000000","10397-13198","4"
"1610","UA","15024","13930","2115.0000000000000000","15024-13930","4"
"5399","OH","12339","11057","427.0000000000000000","12339-11057","2"
"3867","OO","14869","13264","575.0000000000000000","14869-13264","5"
"3853","ZW","13930","14711","528.0000000000000000","13930-14711","5"
"2268","DL","10397","14869","1590.0000000000000000","10397-14869","2"
"2549","AA","10423","11057","1032.0000000000000000","10423-11057","3"
"5502","OH","10781","11057","675.0000000000000000","10781-11057","6"
"2745","DL","10397","11042","554.0000000000000000","10397-11042","6"
"4816","PT","11057","13795","191.0000000000000000","11057-13795","3"
"5651","OH","11057","11146","221.0000000000000000","11057-11146","4"
"5780","YV","11298","12896","282.0000000000000000","11298-12896","5"
"2279","UA","12264","14492","224.0000000000000000","12264-14492","1"
"1807","DL","13204","12478","944.0000000000000000","13204-12478","4"
"3865","OO","12889","12954","231.0000000000000000","12889-12954","7"
"1194","DL","14057","14869","630.0000000000000000","14057-14869","2"
"436","AS","14679","10721","2588.0000000000000000","14679-10721","2"
"473","UA","10821","13930","621.0000000000000000","10821-13930","3"
"485","DL","13342","13487","297.0000000000000000","13342-13487","1"
"5313","OO","11109","11292","73.0000000000000000","11109-11292","6"
"5099","OH","11057","10693","328.0000000000000000","11057-10693","5"
"5559","OO","14893","14771","86.0000000000000000","14893-14771","1"
"1704","AA","15304","11057","507.0000000000000000","15304-11057","5"
"604","AS","14771","13930","1846.0000000000000000","14771-13930","5"
"2420","QX","14057","14893","479.0000000000000000","14057-14893","1"
"5042","OH","11278","11267","391.0000000000000000","11278-11267","2"
"185","B6","14576","12478","264.0000000000000000","14576-12478","6"
"2297","AA","13198","11057","808.0000000000000000","13198-11057","7"
"2023","WN","11433","10821","409.0000000000000000","11433-10821","3"
"3172","OO","13930","11111","315.0000000000000000","13930-11111","6"
"4831","ZW","12264","10792","283.0000000000000000","12264-10792","7"
"3549","WN","13232","11278","601.0000000000000000","13232-11278","5"
"4008","EV","14685","11618","708.0000000000000000","14685-11618","7"
"5384","9E","15016","11433","440.0000000000000000","15016-11433","2"
"5857","WN","10693","10821","587.0000000000000000","10693-10821","4"
"3855","WN","11278","15304","814.0000000000000000","11278-15304","5"
"5774","YV","14107","11540","347.0000000000000000","14107-11540","5"
"4097","MQ","15401","11298","181.0000000000000000","15401-11298","3"
"3145","OO","12441","12892","784.0000000000000000","12441-12892","2"
"4449","YX","15919","14100","1066.0000000000000000","15919-14100","4"
"4539","G7","12278","13930","588.0000000000000000","12278-13930","2"
"1949","AS","12892","14771","337.0000000000000000","12892-14771","4"
"730","UA","11618","13204","937.0000000000000000","11618-13204","1"
"5763","WN","10713","14107","735.0000000000000000","10713-14107","6"
"1498","UA","14679","12266","1303.0000000000000000","14679-12266","2"
"419","DL","12478","12889","2248.0000000000000000","12478-12889","7"
"3353","OO","13198","14057","1482.0000000000000000","13198-14057","6"
"3111","OO","13930","10990","566.0000000000000000","13930-10990","6"
"2564","QX","14771","14908","372.0000000000000000","14771-14908","4"
"5066","9E","12478","15096","209.0000000000000000","12478-15096","3"
"178","F9","11292","11996","1278.0000000000000000","11292-11996","2"
"2532","WN","12191","12451","816.0000000000000000","12191-12451","2"
"1406","DL","14107","14747","1107.0000000000000000","14107-14747","2"
"5263","OH","10208","11057","140.0000000000000000","10208-11057","2"
"1615","AA","11298","11057","936.0000000000000000","11298-11057","6"
"1045","AA","12953","11057","544.0000000000000000","12953-11057","5"
"2362","UA","11292","14771","967.0000000000000000","11292-14771","7"
"1614","DL","12992","10397","453.0000000000000000","12992-10397","5"
"598","WN","15016","13487","448.0000000000000000","15016-13487","7"
"3386","OO","12892","15023","400.0000000000000000","12892-15023","4"
"4822","PT","14098","14100","201.0000000000000000","14098-14100","1"
"1064","AA","14679","11298","1171.0000000000000000","14679-11298","2"
"534","NK","13204","11042","895.0000000000000000","13204-11042","2"
"5724","YV","11775","11298","737.0000000000000000","11775-11298","4"
"334","HA","12982","12173","102.0000000000000000","12982-12173","5"
"4115","OO","13487","11898","284.0000000000000000","13487-11898","4"
"1989","UA","13930","12266","925.0000000000000000","13930-12266","5"
"843","AA","12339","11057","427.0000000000000000","12339-11057","6"
"1828","DL","14685","10397","214.0000000000000000","14685-10397","3"
"115","HA","13830","12173","100.0000000000000000","13830-12173","7"
"1562","DL","14107","14747","1107.0000000000000000","14107-14747","6"
"1539","WN","11193","10821","430.0000000000000000","11193-10821","6"
"4515","G7","15919","13930","522.0000000000000000","15919-13930","6"
"3852","MQ","13244","11298","431.0000000000000000","13244-11298","3"
"3610","YX","13851","11618","1325.0000000000000000","13851-11618","1"
"3627","MQ","11278","12992","888.0000000000000000","11278-12992","4"
"5061","OO","13930","11076","360.0000000000000000","13930-11076","5"
"2573","AA","13930","15016","258.0000000000000000","13930-15016","7"
"813","AA","13303","12892","2342.0000000000000000","13303-12892","5"
"425","DL","13487","14262","1454.0000000000000000","13487-14262","4"
"1829","DL","11433","13303","1145.0000000000000000","11433-13303","3"
"2064","UA","14107","14771","651.0000000000000000","14107-14771","6"
"3558","OO","11433","10257","489.0000000000000000","11433-10257","6"
"78","AS","14747","12264","2306.0000000000000000","14747-12264","5"
"261","WN","13232","11292","895.0000000000000000","13232-11292","6"
"5928","OO","14771","13891","363.0000000000000000","14771-13891","1"
"2534","AA","11292","13303","1709.0000000000000000","11292-13303","5"
"2046","WN","12892","14107","370.0000000000000000","12892-14107","2"
"4620","AX","11292","15016","770.0000000000000000","11292-15016","3"
"6074","YX","10397","12124","238.0000000000000000","10397-12124","4"
"64","AA","14100","14107","2075.0000000000000000","14100-14107","3"
"760","UA","14107","12266","1009.0000000000000000","14107-12266","1"
"511","WN","13198","11292","533.0000000000000000","13198-11292","6"
"2477","WN","11259","12892","1246.0000000000000000","11259-12892","2"
"1948","AA","14100","14122","268.0000000000000000","14100-14122","4"
"447","AS","12892","14747","954.0000000000000000","12892-14747","2"
"4180","MQ","13930","11433","235.0000000000000000","13930-11433","6"
"1027","B6","10721","10821","369.0000000000000000","10721-10821","7"
"4665","YX","12953","10397","762.0000000000000000","12953-10397","1"
"3169","OO","12891","11298","140.0000000000000000","12891-11298","3"
"6294","YV","13256","12266","316.0000000000000000","13256-12266","2"
"54","DL","12266","10397","689.0000000000000000","12266-10397","7"
"1152","DL","12197","10397","780.0000000000000000","12197-10397","5"
"4209","OO","14869","13127","461.0000000000000000","14869-13127","5"
"5749","YV","11298","13342","853.0000000000000000","11298-13342","2"
"1279","WN","10693","13204","616.0000000000000000","10693-13204","6"
"4481","EV","13930","14783","438.0000000000000000","13930-14783","1"
"2076","QX","14893","10713","437.0000000000000000","14893-10713","4"
"1239","DL","11433","14869","1481.0000000000000000","11433-14869","6"
"59","HA","14893","13830","2404.0000000000000000","14893-13830","5"
"3903","OO","10849","14869","347.0000000000000000","10849-14869","2"
"3936","MQ","15401","11298","181.0000000000000000","15401-11298","6"
"385","AS","14679","14831","417.0000000000000000","14679-14831","6"
"325","UA","11618","11697","1065.0000000000000000","11618-11697","5"
"6","WN","11697","10397","581.0000000000000000","11697-10397","1"
"201","AA","14908","14107","338.0000000000000000","14908-14107","1"
"2029","UA","14986","13930","1050.0000000000000000","14986-13930","4"
"3949","ZW","12323","12264","323.0000000000000000","12323-12264","1"
"2598","DL","15304","12478","1005.0000000000000000","15304-12478","4"
"1883","AA","11057","13930","599.0000000000000000","11057-13930","4"
"5720","OO","14771","10713","522.0000000000000000","14771-10713","4"
"5073","9E","10397","10868","192.0000000000000000","10397-10868","4"
"3047","DL","11298","12892","1235.0000000000000000","11298-12892","5"
"5851","OO","12892","10713","674.0000000000000000","12892-10713","5"
"647","G4","10466","11980","905.0000000000000000","10466-11980","3"
"2","AA","12892","12478","2475.0000000000000000","12892-12478","5"
"4016","MQ","14814","11298","190.0000000000000000","14814-11298","3"
"3772","ZW","14730","12264","451.0000000000000000","14730-12264","4"
"5652","OO","13851","13930","693.0000000000000000","13851-13930","1"
"2066","UA","13930","11697","1182.0000000000000000","13930-11697","3"
"3521","WN","10693","12191","670.0000000000000000","10693-12191","5"
"4230","EV","14122","13930","413.0000000000000000","14122-13930","7"
"2264","UA","12266","14771","1635.0000000000000000","12266-14771","4"
"970","DL","15304","13487","1306.0000000000000000","15304-13487","1"
"4375","WN","13232","10529","777.0000000000000000","13232-10529","1"
"5393","OH","10994","11278","444.0000000000000000","10994-11278","5"
"1677","AS","14771","14747","679.0000000000000000","14771-14747","5"
"1909","DL","14869","14679","626.0000000000000000","14869-14679","4"
"4411","WN","13204","10599","479.0000000000000000","13204-10599","1"
"892","NK","13204","11433","957.0000000000000000","13204-11433","6"
"445","NK","11066","11697","973.0000000000000000","11066-11697","6"
"4987","PT","14100","12397","192.0000000000000000","14100-12397","5"
"2883","DL","10397","12889","1747.0000000000000000","10397-12889","5"
"938","AA","12451","11057","328.0000000000000000","12451-11057","2"
"495","UA","12451","11292","1447.0000000000000000","12451-11292","4"
"1293","DL","10397","13495","425.0000000000000000","10397-13495","5"
"805","NK","10397","12889","1747.0000000000000000","10397-12889","1"
"2454","AA","14057","14107","1009.0000000000000000","14057-14107","3"
"1141","AA","14100","13495","1089.0000000000000000","14100-13495","2"
"4861","PT","14100","10821","90.0000000000000000","14100-10821","1"
"2413","WN","12889","10423","1090.0000000000000000","12889-10423","3"
"4506","G7","13502","11292","196.0000000000000000","13502-11292","5"
"2653","AA","11638","11298","1313.0000000000000000","11638-11298","6"
"1848","UA","11618","14771","2565.0000000000000000","11618-14771","5"
"2190","UA","12266","14683","191.0000000000000000","12266-14683","7"
"2208","DL","13198","10397","692.0000000000000000","13198-10397","1"
"5919","YX","11433","11057","500.0000000000000000","11433-11057","3"
